term_code,term_desc,term_start_date,enrollment_date,date,days,level_desc,student_type,online,_FREQ_,Official
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Graduate,New First Time Grad Applicant,On-Campus Program,274,304
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Graduate,New First Time Grad Applicant,Online Program,367,467
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Graduate,Returning,On-Campus Program,34,51
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Graduate,Returning,Online Program,35,59
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Graduate,Non Degree,On-Campus Program,14,9
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Continuing,On-Campus Program,5333,5525
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Continuing,Online Program,1329,1521
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,EKU Dual Credit,On-Campus Program,363,815
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,New First Time Freshman,On-Campus Program,2691,2564
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,New First Time Freshman,Online Program,109,182
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Returning,On-Campus Program,102,138
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Returning,Online Program,139,199
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,New First Time Transfer,On-Campus Program,472,538
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,New First Time Transfer,Online Program,375,542
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Non Degree,On-Campus Program,14,20
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Non Degree,Online Program,12,14
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,01AUG2022:06:00:00,08-01,-14,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,Continuing,On-Campus Program,483,510
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,Continuing,Online Program,801,849
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,New First Time Grad Applicant,On-Campus Program,282,304
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,New First Time Grad Applicant,Online Program,378,467
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,Returning,On-Campus Program,34,51
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,Returning,Online Program,35,59
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,Non Degree,On-Campus Program,14,9
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Continuing,On-Campus Program,5349,5525
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Continuing,Online Program,1349,1521
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,EKU Dual Credit,On-Campus Program,372,815
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,New First Time Freshman,On-Campus Program,2754,2564
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,New First Time Freshman,Online Program,111,182
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Returning,On-Campus Program,105,138
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Returning,Online Program,141,199
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,New First Time Transfer,On-Campus Program,482,538
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,New First Time Transfer,Online Program,381,542
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Non Degree,On-Campus Program,15,20
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Non Degree,Online Program,13,14
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,02AUG2022:06:00:00,08-02,-13,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,Continuing,On-Campus Program,487,510
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,Continuing,Online Program,804,849
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,New First Time Grad Applicant,On-Campus Program,284,304
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,New First Time Grad Applicant,Online Program,383,467
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,Returning,On-Campus Program,36,51
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,Returning,Online Program,36,59
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,Non Degree,On-Campus Program,14,9
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Continuing,On-Campus Program,5352,5525
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Continuing,Online Program,1360,1521
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,EKU Dual Credit,On-Campus Program,507,815
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,New First Time Freshman,On-Campus Program,2764,2564
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,New First Time Freshman,Online Program,113,182
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Returning,On-Campus Program,106,138
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Returning,Online Program,147,199
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,New First Time Transfer,On-Campus Program,492,538
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,New First Time Transfer,Online Program,395,542
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Non Degree,On-Campus Program,15,20
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Non Degree,Online Program,13,14
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,03AUG2022:06:00:00,08-03,-12,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,Continuing,On-Campus Program,490,510
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,Continuing,Online Program,813,849
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,New First Time Grad Applicant,On-Campus Program,286,304
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,New First Time Grad Applicant,Online Program,385,467
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,Returning,On-Campus Program,37,51
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,Returning,Online Program,36,59
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,Non Degree,On-Campus Program,13,9
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Continuing,On-Campus Program,5366,5525
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Continuing,Online Program,1375,1521
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,EKU Dual Credit,On-Campus Program,513,815
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,New First Time Freshman,On-Campus Program,2715,2564
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,New First Time Freshman,Online Program,117,182
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Returning,On-Campus Program,108,138
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Returning,Online Program,153,199
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,New First Time Transfer,On-Campus Program,501,538
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,New First Time Transfer,Online Program,402,542
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Non Degree,On-Campus Program,17,20
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Non Degree,Online Program,13,14
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,04AUG2022:06:00:00,08-04,-11,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,Continuing,On-Campus Program,492,510
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,Continuing,Online Program,817,849
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,New First Time Grad Applicant,On-Campus Program,291,304
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,New First Time Grad Applicant,Online Program,394,467
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,Returning,On-Campus Program,38,51
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,Returning,Online Program,39,59
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,Non Degree,On-Campus Program,13,9
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Continuing,On-Campus Program,5375,5525
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Continuing,Online Program,1395,1521
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,EKU Dual Credit,On-Campus Program,512,815
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,New First Time Freshman,On-Campus Program,2655,2564
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,New First Time Freshman,Online Program,120,182
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Returning,On-Campus Program,108,138
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Returning,Online Program,161,199
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,New First Time Transfer,On-Campus Program,501,538
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,New First Time Transfer,Online Program,410,542
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Non Degree,On-Campus Program,18,20
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Non Degree,Online Program,12,14
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,05AUG2022:06:00:00,08-05,-10,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,Continuing,On-Campus Program,491,510
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,Continuing,Online Program,821,849
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,New First Time Grad Applicant,On-Campus Program,297,304
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,New First Time Grad Applicant,Online Program,397,467
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,Returning,On-Campus Program,38,51
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,Returning,Online Program,40,59
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,Non Degree,On-Campus Program,14,9
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Continuing,On-Campus Program,5382,5525
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Continuing,Online Program,1407,1521
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,EKU Dual Credit,On-Campus Program,514,815
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,New First Time Freshman,On-Campus Program,2677,2564
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,New First Time Freshman,Online Program,122,182
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Returning,On-Campus Program,112,138
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Returning,Online Program,162,199
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,New First Time Transfer,On-Campus Program,506,538
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,New First Time Transfer,Online Program,414,542
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Non Degree,On-Campus Program,18,20
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Non Degree,Online Program,13,14
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,06AUG2022:06:00:00,08-06,-9,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,Continuing,On-Campus Program,493,510
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,Continuing,Online Program,824,849
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,New First Time Grad Applicant,On-Campus Program,301,304
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,New First Time Grad Applicant,Online Program,398,467
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,Returning,On-Campus Program,38,51
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,Returning,Online Program,41,59
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,Non Degree,On-Campus Program,14,9
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Continuing,On-Campus Program,5387,5525
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Continuing,Online Program,1409,1521
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,EKU Dual Credit,On-Campus Program,514,815
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,New First Time Freshman,On-Campus Program,2678,2564
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,New First Time Freshman,Online Program,123,182
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Returning,On-Campus Program,112,138
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Returning,Online Program,162,199
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,New First Time Transfer,On-Campus Program,507,538
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,New First Time Transfer,Online Program,417,542
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Non Degree,On-Campus Program,18,20
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Non Degree,Online Program,13,14
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,07AUG2022:06:00:00,08-07,-8,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,Continuing,On-Campus Program,494,510
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,Continuing,Online Program,829,849
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,New First Time Grad Applicant,On-Campus Program,303,304
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,New First Time Grad Applicant,Online Program,398,467
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,Returning,On-Campus Program,38,51
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,Returning,Online Program,42,59
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,Non Degree,On-Campus Program,14,9
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Continuing,On-Campus Program,5393,5525
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Continuing,Online Program,1413,1521
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,EKU Dual Credit,On-Campus Program,516,815
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,New First Time Freshman,On-Campus Program,2679,2564
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,New First Time Freshman,Online Program,123,182
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Returning,On-Campus Program,112,138
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Returning,Online Program,163,199
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,New First Time Transfer,On-Campus Program,508,538
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,New First Time Transfer,Online Program,420,542
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Non Degree,On-Campus Program,18,20
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Non Degree,Online Program,13,14
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Visiting,On-Campus Program,2,2
202310,Fall 2022,15AUG2022:00:00:00,08AUG2022:06:00:00,08-08,-7,Undergraduate,Visiting,Online Program,4,5
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,Continuing,On-Campus Program,501,510
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,Continuing,Online Program,834,849
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,New First Time Grad Applicant,Online Program,,1
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,New First Time Grad Applicant,On-Campus Program,308,304
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,New First Time Grad Applicant,Online Program,408,467
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,Returning,On-Campus Program,39,51
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,Returning,Online Program,42,59
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,Non Degree,On-Campus Program,14,9
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Graduate,Non Degree,Online Program,2,1
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,Continuing,On-Campus Program,5407,5525
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,Continuing,Online Program,1431,1521
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,High School Special,On-Campus Program,1,5
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,EKU Dual Credit,On-Campus Program,520,815
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,New First Time Freshman,,,3
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,New First Time Freshman,On-Campus Program,2651,2564
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,New First Time Freshman,Online Program,132,182
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,Returning,On-Campus Program,115,138
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,Returning,Online Program,168,199
202310,Fall 2022,15AUG2022:00:00:00,09AUG2022:06:00:00,08-09,-6,Undergraduate,New First Time Transfer,On-Campus Program,514,538
