term_code,term_desc,term_start_date,enrollment_date,date,days,level_desc,student_type,online,_FREQ_,Official
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Continuing,On-Campus Program,6305,6294
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Continuing,Online Program,1322,1319
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,EKU Dual Credit,On-Campus Program,779,769
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,New First Time Freshman,On-Campus Program,2185,2150
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,New First Time Freshman,Online Program,126,122
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Returning,On-Campus Program,171,169
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Returning,Online Program,202,207
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,New First Time Transfer,On-Campus Program,468,469
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,New First Time Transfer,Online Program,506,525
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,03OCT2020:06:00:00,10-03,47,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,Continuing,On-Campus Program,562,563
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,Continuing,Online Program,890,885
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,New First Time Grad Applicant,On-Campus Program,361,357
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,New First Time Grad Applicant,Online Program,465,462
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,Returning,On-Campus Program,48,53
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Continuing,On-Campus Program,6304,6294
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Continuing,Online Program,1322,1319
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,EKU Dual Credit,On-Campus Program,777,769
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,New First Time Freshman,On-Campus Program,2184,2150
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,New First Time Freshman,Online Program,126,122
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Returning,On-Campus Program,171,169
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Returning,Online Program,202,207
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,New First Time Transfer,On-Campus Program,468,469
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,New First Time Transfer,Online Program,508,525
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,04OCT2020:06:00:00,10-04,48,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,Continuing,On-Campus Program,562,563
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,Continuing,Online Program,890,885
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,New First Time Grad Applicant,On-Campus Program,360,357
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,New First Time Grad Applicant,Online Program,465,462
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,Returning,On-Campus Program,48,53
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Continuing,On-Campus Program,6301,6294
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Continuing,Online Program,1323,1319
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,EKU Dual Credit,On-Campus Program,777,769
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,New First Time Freshman,On-Campus Program,2184,2150
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,New First Time Freshman,Online Program,126,122
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Returning,On-Campus Program,171,169
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Returning,Online Program,202,207
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,New First Time Transfer,On-Campus Program,469,469
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,New First Time Transfer,Online Program,508,525
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,05OCT2020:06:00:00,10-05,49,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,Continuing,On-Campus Program,562,563
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,Continuing,Online Program,889,885
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,New First Time Grad Applicant,On-Campus Program,359,357
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,New First Time Grad Applicant,Online Program,465,462
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,Returning,On-Campus Program,48,53
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Continuing,On-Campus Program,6299,6294
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Continuing,Online Program,1324,1319
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,EKU Dual Credit,On-Campus Program,777,769
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,New First Time Freshman,On-Campus Program,2183,2150
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,New First Time Freshman,Online Program,128,122
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Returning,On-Campus Program,171,169
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Returning,Online Program,202,207
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,New First Time Transfer,On-Campus Program,468,469
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,New First Time Transfer,Online Program,508,525
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,06OCT2020:06:00:00,10-06,50,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,Continuing,On-Campus Program,562,563
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,Continuing,Online Program,889,885
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,New First Time Grad Applicant,On-Campus Program,359,357
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,New First Time Grad Applicant,Online Program,466,462
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,Returning,On-Campus Program,48,53
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Continuing,On-Campus Program,6299,6294
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Continuing,Online Program,1325,1319
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,EKU Dual Credit,On-Campus Program,777,769
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,New First Time Freshman,On-Campus Program,2181,2150
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,New First Time Freshman,Online Program,128,122
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Returning,On-Campus Program,171,169
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Returning,Online Program,203,207
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,New First Time Transfer,On-Campus Program,469,469
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,New First Time Transfer,Online Program,511,525
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,07OCT2020:06:00:00,10-07,51,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,Continuing,On-Campus Program,562,563
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,Continuing,Online Program,889,885
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,New First Time Grad Applicant,On-Campus Program,359,357
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,New First Time Grad Applicant,Online Program,467,462
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,Returning,On-Campus Program,48,53
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Continuing,On-Campus Program,6300,6294
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Continuing,Online Program,1324,1319
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,EKU Dual Credit,On-Campus Program,777,769
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,New First Time Freshman,On-Campus Program,2179,2150
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,New First Time Freshman,Online Program,127,122
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Returning,On-Campus Program,171,169
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Returning,Online Program,205,207
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,New First Time Transfer,On-Campus Program,469,469
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,New First Time Transfer,Online Program,515,525
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,08OCT2020:06:00:00,10-08,52,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,Continuing,On-Campus Program,562,563
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,Continuing,Online Program,888,885
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,New First Time Grad Applicant,On-Campus Program,359,357
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,New First Time Grad Applicant,Online Program,467,462
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,Returning,On-Campus Program,48,53
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Continuing,On-Campus Program,6299,6294
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Continuing,Online Program,1326,1319
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,EKU Dual Credit,On-Campus Program,774,769
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,New First Time Freshman,On-Campus Program,2176,2150
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,New First Time Freshman,Online Program,129,122
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Returning,On-Campus Program,171,169
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Returning,Online Program,204,207
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,New First Time Transfer,On-Campus Program,469,469
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,New First Time Transfer,Online Program,517,525
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,09OCT2020:06:00:00,10-09,53,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,Continuing,On-Campus Program,563,563
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,Continuing,Online Program,889,885
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,New First Time Grad Applicant,On-Campus Program,360,357
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,New First Time Grad Applicant,Online Program,466,462
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,Returning,On-Campus Program,49,53
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Continuing,On-Campus Program,6299,6294
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Continuing,Online Program,1325,1319
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,EKU Dual Credit,On-Campus Program,773,769
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,New First Time Freshman,On-Campus Program,2173,2150
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,New First Time Freshman,Online Program,129,122
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Returning,On-Campus Program,170,169
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Returning,Online Program,204,207
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,New First Time Transfer,On-Campus Program,469,469
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,New First Time Transfer,Online Program,518,525
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,10OCT2020:06:00:00,10-10,54,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,Continuing,On-Campus Program,563,563
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,Continuing,Online Program,889,885
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,New First Time Grad Applicant,On-Campus Program,361,357
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,New First Time Grad Applicant,Online Program,469,462
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,Returning,On-Campus Program,49,53
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Continuing,On-Campus Program,6299,6294
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Continuing,Online Program,1325,1319
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,EKU Dual Credit,On-Campus Program,773,769
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,New First Time Freshman,On-Campus Program,2173,2150
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,New First Time Freshman,Online Program,130,122
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Returning,On-Campus Program,170,169
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Returning,Online Program,205,207
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,New First Time Transfer,On-Campus Program,469,469
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,New First Time Transfer,Online Program,518,525
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Non Degree,On-Campus Program,25,25
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Non Degree,Online Program,12,12
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Visiting,On-Campus Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,11OCT2020:06:00:00,10-11,55,Undergraduate,Visiting,Online Program,4,4
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,Continuing,On-Campus Program,562,563
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,Continuing,Online Program,889,885
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,New First Time Grad Applicant,On-Campus Program,361,357
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,New First Time Grad Applicant,Online Program,469,462
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,Returning,On-Campus Program,49,53
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,Returning,Online Program,51,52
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,Non Degree,On-Campus Program,20,21
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Graduate,Non Degree,Online Program,2,2
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,Continuing,On-Campus Program,6295,6294
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,Continuing,Online Program,1325,1319
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,High School Special,On-Campus Program,3,3
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,EKU Dual Credit,On-Campus Program,772,769
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,New First Time Freshman,On-Campus Program,2172,2150
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,New First Time Freshman,Online Program,129,122
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,Returning,On-Campus Program,170,169
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,Returning,Online Program,203,207
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,New First Time Transfer,On-Campus Program,469,469
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,New First Time Transfer,Online Program,521,525
202110,Fall 2020,17AUG2020:00:00:00,12OCT2020:06:00:00,10-12,56,Undergraduate,Non Degree,On-Campus Program,25,25
