term_code,term_desc,term_start_date,enrollment_date,date,days,level_desc,student_type,online,learner_age,_FREQ_,Official
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Continuing,On-Campus Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Continuing,On-Campus Program,21 <= Age <= 24,50,191
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Continuing,On-Campus Program,25 <= Age <= 82,54,318
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Continuing,Online Program,21 <= Age <= 24,11,80
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Continuing,Online Program,25 <= Age <= 82,24,769
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,New First Time Grad Applicant,On-Campus Program,14 <= Age <= 20,4,
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,New First Time Grad Applicant,On-Campus Program,21 <= Age <= 24,41,162
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,New First Time Grad Applicant,On-Campus Program,25 <= Age <= 82,19,142
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,New First Time Grad Applicant,Online Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,New First Time Grad Applicant,Online Program,21 <= Age <= 24,10,106
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,10,360
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Returning,On-Campus Program,21 <= Age <= 24,,3
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Returning,On-Campus Program,25 <= Age <= 82,2,48
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Returning,Online Program,21 <= Age <= 24,,4
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Returning,Online Program,25 <= Age <= 82,1,55
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Non Degree,On-Campus Program,25 <= Age <= 82,1,9
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Graduate,Non Degree,Online Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Continuing,On-Campus Program,14 <= Age <= 20,134,2608
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Continuing,On-Campus Program,21 <= Age <= 24,352,2448
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Continuing,On-Campus Program,25 <= Age <= 82,60,469
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Continuing,Online Program,14 <= Age <= 20,2,96
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Continuing,Online Program,21 <= Age <= 24,3,344
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Continuing,Online Program,25 <= Age <= 82,30,1081
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,High School Special,On-Campus Program,14 <= Age <= 20,,5
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,EKU Dual Credit,On-Campus Program,14 <= Age <= 20,,815
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Freshman,,14 <= Age <= 20,,3
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Freshman,On-Campus Program,14 <= Age <= 20,,2520
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Freshman,On-Campus Program,21 <= Age <= 24,,28
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Freshman,On-Campus Program,25 <= Age <= 82,,16
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Freshman,Online Program,14 <= Age <= 20,,83
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Freshman,Online Program,21 <= Age <= 24,,30
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Freshman,Online Program,25 <= Age <= 82,,69
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Returning,On-Campus Program,14 <= Age <= 20,,36
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Returning,On-Campus Program,21 <= Age <= 24,,46
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Returning,On-Campus Program,25 <= Age <= 82,4,56
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Returning,Online Program,14 <= Age <= 20,,11
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Returning,Online Program,21 <= Age <= 24,1,21
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Returning,Online Program,25 <= Age <= 82,2,167
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Transfer,On-Campus Program,14 <= Age <= 20,,260
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Transfer,On-Campus Program,21 <= Age <= 24,2,185
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Transfer,On-Campus Program,25 <= Age <= 82,4,93
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Transfer,Online Program,14 <= Age <= 20,,39
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Transfer,Online Program,21 <= Age <= 24,,107
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,New First Time Transfer,Online Program,25 <= Age <= 82,4,396
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Non Degree,On-Campus Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Non Degree,On-Campus Program,21 <= Age <= 24,,5
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Non Degree,On-Campus Program,25 <= Age <= 82,,14
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Non Degree,Online Program,21 <= Age <= 24,,3
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Non Degree,Online Program,25 <= Age <= 82,,11
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Visiting,On-Campus Program,21 <= Age <= 24,,1
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Visiting,On-Campus Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Visiting,Online Program,21 <= Age <= 24,,2
202310,Fall 2022,15AUG2022:00:00:00,07APR2022:06:00:00,04-07,-130,Undergraduate,Visiting,Online Program,25 <= Age <= 82,,3
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Continuing,On-Campus Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Continuing,On-Campus Program,21 <= Age <= 24,58,191
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Continuing,On-Campus Program,25 <= Age <= 82,69,318
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Continuing,Online Program,21 <= Age <= 24,17,80
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Continuing,Online Program,25 <= Age <= 82,34,769
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,New First Time Grad Applicant,On-Campus Program,14 <= Age <= 20,5,
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,New First Time Grad Applicant,On-Campus Program,21 <= Age <= 24,53,162
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,New First Time Grad Applicant,On-Campus Program,25 <= Age <= 82,21,142
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,New First Time Grad Applicant,Online Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,New First Time Grad Applicant,Online Program,21 <= Age <= 24,12,106
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,17,360
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Returning,On-Campus Program,21 <= Age <= 24,,3
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Returning,On-Campus Program,25 <= Age <= 82,5,48
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Returning,Online Program,21 <= Age <= 24,,4
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Returning,Online Program,25 <= Age <= 82,3,55
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Non Degree,On-Campus Program,21 <= Age <= 24,1,
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Non Degree,On-Campus Program,25 <= Age <= 82,1,9
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Graduate,Non Degree,Online Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Continuing,On-Campus Program,14 <= Age <= 20,506,2608
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Continuing,On-Campus Program,21 <= Age <= 24,500,2448
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Continuing,On-Campus Program,25 <= Age <= 82,78,469
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Continuing,Online Program,14 <= Age <= 20,2,96
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Continuing,Online Program,21 <= Age <= 24,5,344
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Continuing,Online Program,25 <= Age <= 82,47,1081
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,High School Special,On-Campus Program,14 <= Age <= 20,,5
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,EKU Dual Credit,On-Campus Program,14 <= Age <= 20,,815
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Freshman,,14 <= Age <= 20,,3
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Freshman,On-Campus Program,14 <= Age <= 20,11,2520
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Freshman,On-Campus Program,21 <= Age <= 24,1,28
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Freshman,On-Campus Program,25 <= Age <= 82,,16
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Freshman,Online Program,14 <= Age <= 20,,83
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Freshman,Online Program,21 <= Age <= 24,,30
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Freshman,Online Program,25 <= Age <= 82,1,69
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Returning,On-Campus Program,14 <= Age <= 20,,36
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Returning,On-Campus Program,21 <= Age <= 24,2,46
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Returning,On-Campus Program,25 <= Age <= 82,5,56
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Returning,Online Program,14 <= Age <= 20,,11
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Returning,Online Program,21 <= Age <= 24,1,21
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Returning,Online Program,25 <= Age <= 82,2,167
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Transfer,On-Campus Program,14 <= Age <= 20,5,260
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Transfer,On-Campus Program,21 <= Age <= 24,11,185
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Transfer,On-Campus Program,25 <= Age <= 82,8,93
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Transfer,Online Program,14 <= Age <= 20,,39
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Transfer,Online Program,21 <= Age <= 24,,107
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,New First Time Transfer,Online Program,25 <= Age <= 82,8,396
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Non Degree,On-Campus Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Non Degree,On-Campus Program,21 <= Age <= 24,,5
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Non Degree,On-Campus Program,25 <= Age <= 82,1,14
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Non Degree,Online Program,21 <= Age <= 24,,3
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Non Degree,Online Program,25 <= Age <= 82,,11
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Visiting,On-Campus Program,21 <= Age <= 24,,1
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Visiting,On-Campus Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Visiting,Online Program,21 <= Age <= 24,,2
202310,Fall 2022,15AUG2022:00:00:00,08APR2022:06:00:00,04-08,-129,Undergraduate,Visiting,Online Program,25 <= Age <= 82,,3
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Continuing,On-Campus Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Continuing,On-Campus Program,21 <= Age <= 24,90,191
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Continuing,On-Campus Program,25 <= Age <= 82,73,318
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Continuing,Online Program,21 <= Age <= 24,20,80
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Continuing,Online Program,25 <= Age <= 82,41,769
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,New First Time Grad Applicant,On-Campus Program,14 <= Age <= 20,5,
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,New First Time Grad Applicant,On-Campus Program,21 <= Age <= 24,59,162
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,New First Time Grad Applicant,On-Campus Program,25 <= Age <= 82,24,142
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,New First Time Grad Applicant,Online Program,14 <= Age <= 20,1,1
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,New First Time Grad Applicant,Online Program,21 <= Age <= 24,13,106
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,21,360
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Returning,On-Campus Program,21 <= Age <= 24,,3
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Returning,On-Campus Program,25 <= Age <= 82,6,48
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Returning,Online Program,21 <= Age <= 24,,4
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Returning,Online Program,25 <= Age <= 82,3,55
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Non Degree,On-Campus Program,21 <= Age <= 24,1,
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Non Degree,On-Campus Program,25 <= Age <= 82,1,9
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Graduate,Non Degree,Online Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Continuing,On-Campus Program,14 <= Age <= 20,713,2608
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Continuing,On-Campus Program,21 <= Age <= 24,740,2448
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Continuing,On-Campus Program,25 <= Age <= 82,105,469
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Continuing,Online Program,14 <= Age <= 20,5,96
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Continuing,Online Program,21 <= Age <= 24,17,344
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Continuing,Online Program,25 <= Age <= 82,75,1081
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,High School Special,On-Campus Program,14 <= Age <= 20,,5
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,EKU Dual Credit,On-Campus Program,14 <= Age <= 20,,815
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Freshman,,14 <= Age <= 20,,3
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Freshman,On-Campus Program,14 <= Age <= 20,12,2520
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Freshman,On-Campus Program,21 <= Age <= 24,1,28
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Freshman,On-Campus Program,25 <= Age <= 82,,16
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Freshman,Online Program,14 <= Age <= 20,,83
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Freshman,Online Program,21 <= Age <= 24,,30
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Freshman,Online Program,25 <= Age <= 82,1,69
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Returning,On-Campus Program,14 <= Age <= 20,,36
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Returning,On-Campus Program,21 <= Age <= 24,2,46
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Returning,On-Campus Program,25 <= Age <= 82,8,56
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Returning,Online Program,14 <= Age <= 20,,11
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Returning,Online Program,21 <= Age <= 24,2,21
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Returning,Online Program,25 <= Age <= 82,2,167
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Transfer,On-Campus Program,14 <= Age <= 20,7,260
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Transfer,On-Campus Program,21 <= Age <= 24,14,185
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Transfer,On-Campus Program,25 <= Age <= 82,9,93
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Transfer,Online Program,14 <= Age <= 20,,39
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Transfer,Online Program,21 <= Age <= 24,,107
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,New First Time Transfer,Online Program,25 <= Age <= 82,9,396
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Non Degree,On-Campus Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Non Degree,On-Campus Program,21 <= Age <= 24,,5
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Non Degree,On-Campus Program,25 <= Age <= 82,1,14
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Non Degree,Online Program,21 <= Age <= 24,,3
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Non Degree,Online Program,25 <= Age <= 82,,11
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Visiting,On-Campus Program,21 <= Age <= 24,,1
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Visiting,On-Campus Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Visiting,Online Program,21 <= Age <= 24,,2
202310,Fall 2022,15AUG2022:00:00:00,09APR2022:06:00:00,04-09,-128,Undergraduate,Visiting,Online Program,25 <= Age <= 82,,3
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Continuing,On-Campus Program,14 <= Age <= 20,,1
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Continuing,On-Campus Program,21 <= Age <= 24,97,191
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Continuing,On-Campus Program,25 <= Age <= 82,79,318
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Continuing,Online Program,21 <= Age <= 24,21,80
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Continuing,Online Program,25 <= Age <= 82,43,769
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,,1
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,New First Time Grad Applicant,On-Campus Program,14 <= Age <= 20,5,
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,New First Time Grad Applicant,On-Campus Program,21 <= Age <= 24,62,162
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,New First Time Grad Applicant,On-Campus Program,25 <= Age <= 82,25,142
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,New First Time Grad Applicant,Online Program,14 <= Age <= 20,1,1
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,New First Time Grad Applicant,Online Program,21 <= Age <= 24,13,106
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,New First Time Grad Applicant,Online Program,25 <= Age <= 82,21,360
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Returning,On-Campus Program,21 <= Age <= 24,,3
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Returning,On-Campus Program,25 <= Age <= 82,6,48
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Returning,Online Program,21 <= Age <= 24,,4
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Returning,Online Program,25 <= Age <= 82,3,55
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Non Degree,On-Campus Program,21 <= Age <= 24,1,
202310,Fall 2022,15AUG2022:00:00:00,10APR2022:06:00:00,04-10,-127,Graduate,Non Degree,On-Campus Program,25 <= Age <= 82,1,9
